playerID,careerPassYards,careerPassTDs,careerINTs,careerPasserRating,careerCompPct,careerSacks,careerGamesStarted,careerQBRushYards,seasonHighPassYards,seasonHighPassTDs,careerRushYards,careerRushTDs,careerYPC,careerRushAttempts,careerFumbles,seasonHighRushYards,careerRecYards,careerReceptions,careerRecTDs,careerYPR,seasonHighRecYards,seasonHighReceptions,careerTargets,careerTotalTDs,seasonHighRecTDs,seasonHighRushTDs,seasons
St.BEq00,0,0,0,0.0,0,0,62,0,0,0,80,0,7.27,11,1,54,928,63,2,14.7,328,21,110,2,1,0,7
St.PBr20,185,2,3,45.6,0.455,3,3,-1,173,1,-1,0,-0.2,5,1,2,0,0,0,0,0,0,0,0,0,0,8
StLoBr00,0,0,0,0.0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10
StabBr00,0,0,0,0.0,0,0,87,0,0,0,0,0,0,0,1,0,792,77,3,10.3,629,60,36,3,2,0,8
StacDa00,0,0,0,0.0,0,0,9,0,0,0,0,0,0,0,0,0,5,1,0,5.0,5,1,1,0,0,0,2
StacSi20,0,0,0,0.0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
StacZa00,0,0,0,0.0,0,0,35,0,0,0,1355,9,3.8,357,3,973,358,53,1,6.8,152,26,70,10,1,7,3
StafMa00,64516,423,196,92.4,0.635,503,239,1357,5100,46,1357,15,2.89,470,26,207,-3,2,0,-1.5,3,1,3,15,0,4,17
StalDo00,0,0,0,0.0,0,0,115,0,0,0,98,0,4.9,20,3,45,4837,321,35,15.1,945,70,374,35,8,0,11
StalDu00,0,0,0,0.0,0,1,114,0,0,0,5785,24,4.05,1430,20,1257,2587,287,10,9.0,626,63,306,34,3,5,10
StalTi20,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
StanDe00,0,0,0,0.0,0,0,15,0,0,0,5,0,2.5,2,2,5,119,6,1,19.8,119,6,6,1,1,0,3
StanDr00,4059,20,24,66.3,0.524,38,38,220,1711,7,220,2,2.75,80,0,113,0,0,0,0,0,0,0,2,0,1,11
StanIs00,0,0,0,0.0,0,0,22,0,0,0,0,0,0,0,0,0,52,6,0,8.7,24,3,10,0,0,0,6
StanNa00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
StanRi00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
StanWa00,0,0,0,0.0,0,0,85,0,0,0,58,0,9.67,6,0,0,2213,130,5,17.0,0,0,0,5,0,0,8
StarCh20,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
StarJa00,0,0,0,0.0,0,0,76,0,0,0,2506,9,4.06,618,11,601,1017,125,6,8.1,392,43,167,15,3,3,7
StarSt00,0,0,0,0.0,0,0,84,0,0,0,-3,0,-0.6,5,0,0,2029,120,11,16.9,0,0,0,11,0,0,6
StenSt00,1895,4,12,62.5,0.564,10,17,100,1359,4,100,2,4.55,22,1,85,9,1,0,9.0,9,1,1,2,0,2,5
StepJo00,0,0,1,0.0,0.0,0,88,0,0,0,3440,18,3.64,945,0,0,812,105,1,7.7,0,0,0,19,0,0,6
StepLa00,0,0,0,0.0,0,0,58,0,0,0,670,5,3.56,188,1,356,545,58,3,9.4,234,17,91,8,2,4,5
StepSy20,0,0,0,0.0,0,0,16,0,0,0,0,0,0,0,1,0,182,19,0,9.6,182,19,19,0,0,0,2
StepTr01,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,6.0,6,1,1,0,0,0,1
SterJa00,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,0,0,114,12,1,9.5,114,12,16,1,1,0,2
SterNe00,0,0,0,0.0,0,0,35,0,0,0,0,0,0,0,0,0,239,24,0,10.0,110,12,35,0,0,0,4
StevCr00,0,0,0,0.0,0,0,109,0,0,0,0,0,0,0,2,0,724,60,6,12.1,275,23,96,6,2,0,8
StevJe00,0,0,0,0.0,0,0,121,0,0,0,0,0,0,0,2,0,2217,202,22,11.0,554,45,237,22,5,0,9
StevMa00,0,0,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
StevRh00,0,0,0,0.0,0,0,70,0,0,0,3669,28,4.39,836,14,1040,1295,186,4,7.0,421,69,198,32,2,7,5
StevTo01,0,0,0,0.0,0,0,1,24,0,0,24,0,6.0,4,0,24,0,0,0,0,0,0,0,0,0,0,1
StewAr00,0,0,0,0.0,0,0,15,0,0,0,27,0,3.86,7,0,27,82,6,0,13.7,82,6,13,0,0,0,1
StewJa00,0,0,0,39.6,0.0,0,101,0,0,0,5841,48,3.95,1478,0,0,1715,220,9,7.8,0,0,0,57,0,0,8
StewJa20,0,0,0,0.0,0,0,4,0,0,0,144,0,4.65,31,0,0,3,1,0,3.0,0,0,0,0,0,0,1
StewJo00,0,0,0,0.0,0,0,134,0,0,0,7335,51,4.3,1705,24,1133,1295,162,7,8.0,413,47,227,58,1,10,11
StewKo00,14746,77,84,70.7,0.558,112,125,2874,5815,33,2874,38,5.13,560,21,1145,658,41,5,16.0,545,32,17,43,4,19,11
StewTo00,0,0,0,0.0,0,0,115,0,0,0,0,0,0,0,0,0,623,76,3,8.2,212,21,83,3,1,0,9
SticEa00,1133,3,1,85.7,0.64,14,6,142,1129,3,142,1,5.07,28,0,144,0,0,0,0,0,0,0,1,0,1,5
StidJa00,1422,8,8,78.3,0.594,19,20,101,656,4,101,0,2.73,37,2,84,0,0,0,0,0,0,0,0,0,0,7
StilBr00,0,0,0,0.0,0,0,52,0,0,0,0,0,0,0,0,0,1181,83,2,14.2,1071,73,25,2,2,0,4
StilKe00,3,1,0,118.8,1.0,0,130,0,3,1,9,0,1.8,5,5,10,4911,316,38,15.5,931,63,544,38,9,0,9
StitSh00,0,0,0,0.0,0,0,15,0,0,0,55,1,2.75,20,0,55,0,0,0,0,0,0,0,1,0,1,3
StocLu00,0,0,0,0.0,0,0,142,0,0,0,0,0,0.0,1,1,0,705,85,5,8.3,165,16,130,5,2,0,11
StocMa20,0,0,0,0.0,0,0,25,0,0,0,0,0,0,0,0,0,98,6,0,16.3,0,0,0,0,0,0,8
StokBr00,0,0,0,0.0,0,0,152,0,0,0,32,0,3.56,9,3,31,5339,397,39,13.4,1077,68,505,39,10,0,15
StokJ.00,0,0,0,0.0,0,0,118,0,0,0,6,0,6.0,1,1,6,4293,342,30,12.6,2269,177,290,30,16,0,9
StouKe00,2333,7,19,54.5,0.515,0,22,75,0,0,75,0,2.5,30,0,0,0,0,0,0,0,0,0,0,0,0,6
StovCa00,0,0,0,0.0,0,0,24,0,0,0,3,0,0.75,4,0,3,209,27,1,7.7,133,15,22,1,1,0,2
StovMa00,0,0,0,0.0,0,0,81,0,0,0,29,0,14.5,2,1,29,668,52,3,12.8,366,24,79,3,1,0,7
StowTo20,0,0,0,0.0,0,0,17,0,0,0,0,0,0,0,0,0,23,4,0,5.8,0,0,0,0,0,0,5
StraBr00,0,0,0,0.0,0,0,43,0,0,0,0,0,0,0,1,0,986,91,6,10.8,540,46,62,6,3,0,3
StraMi03,0,0,0,0.0,0,0,23,0,0,0,0,0,0,0,0,0,130,6,0,21.7,59,3,15,0,0,0,3
StraSt00,0,0,0,0.0,0,0,63,0,0,0,174,0,3.35,52,0,0,61,7,1,8.7,0,0,0,1,0,0,5
StraTi20,0,0,0,0.0,0,0,19,0,0,0,0,0,0,0,0,0,27,2,0,13.5,0,0,0,0,0,0,2
StraTr00,6,0,0,56.2,0.5,0,66,0,0,0,1380,10,3.88,356,0,0,1479,170,2,8.7,0,0,0,12,0,0,6
StreDe00,0,0,0,0.0,0,0,36,0,0,0,0,0,0,0,1,0,152,10,1,15.2,114,7,26,1,1,0,3
StreTa00,0,0,0,0.0,0,0,78,0,0,0,0,0,0.0,1,2,0,2268,196,14,11.6,756,72,280,14,7,0,6
StreTo00,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
StroCJ00,10876,62,25,93.5,0.638,90,46,609,4108,23,609,4,4.38,139,5,233,0,1,0,0.0,0,1,2,4,0,3,3
StroJa01,0,0,0,0.0,0,0,20,0,0,0,0,0,0,0,0,0,330,31,4,10.6,161,14,52,4,3,0,3
StroPi00,0,0,0,0.0,0,0,46,0,0,0,499,2,5.04,99,1,291,193,26,0,7.4,104,14,37,2,0,1,3
StroSa00,0,0,0,0.0,0,0,33,0,0,0,2,0,2.0,1,0,2,639,60,1,10.7,334,31,105,1,1,0,4
StroWi21,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
StucCh20,0,0,0,0.0,0,0,55,0,0,0,16,1,2.67,6,3,9,1062,106,5,10.0,359,40,168,6,3,1,5
StxxAm00,7,1,0,135.4,1.0,1,83,0,7,1,195,1,7.8,25,2,95,6252,547,44,11.4,1515,119,570,45,12,1,5
SualNi00,0,0,0,0.0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SudfNa00,188,1,1,77.3,0.676,6,6,28,134,1,28,0,2.8,10,1,22,0,0,0,0,0,0,0,0,0,0,7
SuggLe00,0,0,0,0.0,0,0,29,0,0,0,1074,4,3.99,269,8,744,217,28,1,7.8,178,20,28,5,1,2,4
SuheMa00,74,1,0,135.4,0.5,0,148,0,0,0,2946,20,3.56,828,0,0,2113,260,5,8.1,0,0,0,25,0,0,10
SullSt00,0,0,0,0.0,0,0,30,0,0,0,0,0,0,0,0,0,171,14,0,12.2,125,12,32,0,0,0,5
SummFr00,0,0,0,0.0,0,0,27,0,0,0,63,2,3.5,18,0,46,88,12,1,7.3,79,7,16,3,1,1,6
SuthVi00,0,0,0,0.0,0,0,16,0,0,0,16,0,16.0,1,0,16,5,1,0,5.0,5,1,1,0,0,0,2
SuttCo00,84,1,0,158.3,1.0,0,115,0,38,1,21,0,4.2,5,6,17,6357,453,39,14.0,1112,81,646,39,10,0,8
SwaiBr00,0,0,0,0.0,0,0,27,0,0,0,0,0,0,0,0,0,87,8,0,10.9,72,6,17,0,0,0,4
SwaiFr00,0,0,0,0.0,0,0,37,0,0,0,32,0,6.4,5,0,32,576,42,6,13.7,343,25,67,6,4,0,3
SwaiGe00,0,0,0,0.0,0,0,108,0,0,0,0,0,0,0,0,0,853,111,6,7.7,242,31,140,6,3,0,10
SwanCh20,0,0,0,0.0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SwanEr20,0,0,0,0.0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SwanSh20,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,87,6,1,14.5,0,0,0,1,0,0,3
SwarGe20,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SweeKe00,605,7,6,61.2,0.443,0,6,42,0,0,42,0,3.82,11,0,0,0,0,0,0,0,0,0,0,0,0,2
SweeLi00,0,0,0,0.0,0,0,20,0,0,0,0,0,0,0,1,0,69,7,0,9.9,64,6,11,0,0,0,2
SweeTo00,0,0,0,0.0,0,0,24,0,0,0,0,0,0,0,1,0,165,18,1,9.2,114,9,26,1,1,0,4
SwifDA00,0,0,0,39.6,0.0,0,89,0,0,0,4775,38,4.47,1069,11,1087,2097,271,9,7.7,452,62,306,47,3,9,6
SwifJu00,0,0,0,0.0,0,0,49,0,0,0,0,0,0,0,0,0,137,22,1,6.2,66,11,29,1,1,0,4
SwitRy00,0,0,0,0.0,0,0,41,0,0,0,26,0,2.6,10,0,21,321,50,1,6.4,253,36,62,1,1,0,3
SwopRy00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SyndJe00,0,0,0,0.0,0,0,41,0,0,0,0,0,0,0,0,0,52,3,0,17.3,0,0,0,0,0,0,4
SypnQu00,0,0,0,0.0,0,0,31,0,0,0,0,0,0,0,1,0,261,36,1,7.2,246,34,36,1,1,0,2
TagoTu00,18166,120,59,96.4,0.68,111,78,473,4624,29,473,6,2.73,173,16,128,0,0,0,0,0,0,0,6,0,3,6
TaliLo00,0,0,0,0.0,0,0,19,0,0,0,339,5,4.13,82,1,292,153,16,0,9.6,114,8,18,5,0,4,3
TammJa00,0,0,0,0.0,0,0,130,0,0,0,0,0,0,0,1,0,2570,259,14,9.9,657,67,386,14,4,0,9
TannRy00,34881,216,115,91.2,0.643,415,155,2103,4208,34,2103,27,4.78,440,26,311,8,4,1,2.0,9,1,5,28,1,7,12
TantJa00,0,0,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,4,1,0,4.0,4,1,2,0,0,0,1
TapeTh00,0,0,0,0.0,0,0,41,0,0,0,69,0,3.14,22,0,42,157,27,1,5.8,85,16,29,1,1,0,5
TaskSt00,0,0,0,0.0,0,0,169,0,0,0,130,0,6.5,20,0,0,779,51,9,15.3,0,0,0,9,0,0,13
TateAu00,0,0,0,0.0,0,0,35,0,0,0,0,0,0,0,1,0,799,61,2,13.1,575,40,118,2,1,0,4
TateBe00,0,0,0,0.0,0,0,51,0,0,0,2363,14,4.38,540,10,942,347,67,0,5.2,140,34,91,14,0,4,5
TateBr00,0,0,0,0.0,0,0,127,0,0,0,142,0,10.92,13,1,62,1099,71,7,15.5,432,24,129,7,3,0,10
TateGo00,41,1,0,149.3,0.667,0,160,0,23,1,216,0,4.91,44,11,41,8278,695,46,11.9,1331,99,1039,46,7,0,11
TateLa00,0,0,0,0.0,0,0,33,0,0,0,1061,15,3.63,292,0,0,98,16,2,6.1,0,0,0,17,0,0,3
TateRo01,0,0,0,0.0,0,0,28,0,0,0,79,0,2.93,27,0,0,142,18,0,7.9,0,0,0,0,0,0,3
TautJu00,0,0,0,0.0,0,0,51,0,0,0,275,0,2.84,97,0,0,706,88,2,8.0,0,0,0,2,0,0,4
TaylCh01,4,1,0,95.8,0.5,0,151,0,4,1,4740,26,4.09,1160,18,1214,2324,299,6,7.8,399,45,339,32,2,7,10
TaylCh04,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TaylCo00,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,0,0,136,14,0,9.7,98,9,14,0,0,0,2
TaylCr00,0,0,0,0.0,0,0,36,0,0,0,480,7,4.21,114,0,0,188,28,3,6.7,0,0,0,10,0,0,3
TaylFr00,0,0,0,0.0,0,0,153,0,0,0,11695,66,4.62,2534,24,1572,2384,290,8,8.2,421,49,279,74,3,14,13
TaylGe20,0,0,0,0.0,0,0,13,0,0,0,0,0,0,0,0,0,74,7,0,10.6,0,0,0,0,0,0,5
TaylGr20,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TaylJa00,0,0,0,0.0,0,0,13,0,0,0,-8,0,-8.0,1,0,-8,146,6,0,24.3,146,6,6,0,0,0,2
TaylJi20,20,0,1,45.8,0.5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TaylJo00,62,0,0,118.8,1.0,0,121,0,0,0,31,0,5.17,6,0,0,5598,347,43,16.1,0,0,0,43,0,0,10
TaylJo02,0,0,0,0.0,0,0,84,0,0,0,7598,69,4.9,1551,12,1811,1469,187,7,7.9,378,46,184,76,2,18,6
TaylKe01,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TaylKi00,0,0,0,0.0,0,0,47,0,0,0,2,0,2.0,1,0,0,414,36,1,11.5,0,0,0,1,0,0,7
TaylLe21,0,0,0,0.0,0,0,5,0,0,0,-13,0,-13.0,1,0,0,179,13,1,13.8,0,0,0,1,0,0,4
TaylMa02,0,0,0,0.0,0,0,13,0,0,0,0,0,0,0,0,0,369,44,1,8.4,0,0,0,1,0,0,1
TaylRy00,0,0,0,0.0,0,0,58,0,0,0,0,0,0,0,1,0,45,8,1,5.6,30,6,11,1,1,0,4
TaylSt00,0,0,0,0.0,0,0,61,0,0,0,393,1,3.27,120,0,208,154,20,3,7.7,79,11,27,4,3,1,4
TaylTa00,0,0,0,0.0,0,0,35,0,0,0,43,0,5.38,8,1,43,697,53,2,13.2,466,37,86,2,1,0,4
TaylTr00,125,2,1,90.6,0.6,0,7,43,0,0,43,1,4.78,9,0,0,0,0,0,0,0,0,0,1,0,0,2
TaylTr01,0,0,0,0.0,0,0,101,0,0,0,232,0,7.25,32,4,105,4017,312,22,12.9,869,61,444,22,6,0,8
TaylTr02,0,0,0,0.0,0,0,80,0,0,0,13,0,2.6,5,0,15,845,88,3,9.6,430,43,137,3,2,0,8
TaylTy00,13033,73,34,87.7,0.618,177,100,2424,3035,20,2424,20,5.59,434,16,580,10,2,0,5.0,6,1,3,20,0,6,15
TeSlIs00,0,0,0,0.0,0,0,17,0,0,0,0,0,0,0,0,0,239,16,6,14.9,0,0,0,6,0,0,1
TealJi00,0,0,0,0.0,0,0,14,0,0,0,0,0,0,0,0,0,282,21,3,13.4,0,0,0,3,0,0,4
TeboTi00,2422,17,9,75.3,0.479,41,35,989,1729,12,989,12,5.02,197,7,660,0,0,0,0,0,0,1,12,0,6,3
TeelMi00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TelfRa00,0,0,0,0.0,0,0,30,0,0,0,0,0,0,0,0,0,40,5,0,8.0,36,3,11,0,0,0,3
TennDe00,0,0,0,0.0,0,0,75,0,0,0,0,0,0,0,0,0,371,40,5,9.3,0,0,0,5,0,0,7
TerrDa00,0,0,0,0.0,0,0,54,0,0,0,14,0,3.5,4,2,10,1602,128,9,12.5,699,43,158,9,4,0,5
TestVi00,46233,275,267,75.0,0.565,101,233,1661,32549,204,1661,15,3.86,430,17,1508,6,3,0,2.0,6,3,0,15,0,12,21
ThelRy00,0,0,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,268,16,1,16.8,0,0,0,1,0,0,1
ThigTy00,3222,21,18,72.5,0.54,35,29,469,2608,18,469,3,5.94,79,6,386,37,1,1,37.0,37,1,1,4,1,3,6
ThigYa00,0,0,0,0.0,0,0,112,0,0,0,4,0,2.0,2,1,4,5081,313,30,16.2,4144,260,94,30,24,0,10
ThomAn00,0,0,0,39.6,0.0,0,37,0,0,0,831,6,3.31,251,0,0,74,14,0,5.3,0,0,0,6,0,0,3
ThomAn01,0,0,0,0.0,0,0,86,0,0,0,3891,23,3.73,1044,8,1183,756,113,1,6.7,178,24,138,24,1,7,7
ThomBl00,16,1,0,158.3,1.0,0,64,0,0,0,2236,7,4.2,533,0,0,513,71,2,7.2,0,0,0,9,0,0,6
ThomBo20,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ThomBr06,0,0,0,0.0,0,0,31,0,0,0,69,1,7.67,9,0,48,1989,135,12,14.7,1282,87,133,13,10,1,2
ThomCh03,0,0,0,0.0,0,0,74,0,0,0,1214,5,4.72,257,7,356,1918,232,11,8.3,510,49,307,16,4,3,8
ThomCr00,0,0,0,0.0,0,0,29,0,0,0,0,0,0,0,0,0,281,36,3,7.8,0,0,0,3,0,0,2
ThomCu20,0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,14,1,0,14.0,0,0,0,0,0,0,4
ThomDa01,0,0,0,0.0,0,0,60,0,0,0,1641,7,3.54,464,0,0,330,41,1,8.0,0,0,0,8,0,0,5
ThomDa02,0,0,0,0.0,0,0,80,0,0,0,0,0,0,0,0,0,938,102,8,9.2,356,35,142,8,4,0,7
ThomDa03,0,0,0,0.0,0,0,52,0,0,0,1480,10,3.62,409,6,581,412,55,3,7.5,156,15,74,13,2,4,4
ThomDa06,0,0,0,0.0,0,0,26,0,0,0,225,2,3.52,64,2,128,108,16,1,6.8,65,9,21,3,1,1,2
ThomDe02,0,0,0,0.0,0,0,55,0,0,0,51,1,8.5,6,0,53,482,43,3,11.2,325,25,66,4,3,1,4
ThomDe03,0,0,0,39.6,0.0,0,143,0,0,0,6,0,2.0,3,11,5,9763,724,63,13.5,1619,111,1184,63,14,0,10
ThomDe05,0,0,0,0.0,0,0,69,0,0,0,191,2,6.16,31,0,113,509,65,4,7.8,156,23,87,6,2,1,6
ThomDe22,0,0,0,0.0,0,0,6,0,0,0,7,0,1.75,4,0,0,0,0,0,0,0,0,0,0,0,0,1
ThomDo00,0,0,0,0.0,0,0,39,0,0,0,11,0,2.75,4,0,0,207,22,0,9.4,0,0,0,0,0,0,3
ThomDo02,880,1,10,45.2,0.526,14,15,187,440,1,187,0,5.34,35,2,122,0,0,0,0,0,0,0,0,0,0,2
ThomEr00,0,0,0,0.0,0,0,20,0,0,0,37,0,2.85,13,0,0,68,6,1,11.3,0,0,0,1,0,0,3
ThomGe00,0,0,0,0.0,0,0,51,0,0,0,0,0,0,0,0,0,848,56,3,15.1,0,0,0,3,0,0,5
ThomIa00,0,0,0,0.0,0,0,114,0,0,0,0,0,0,0,1,0,1176,132,4,8.9,333,36,185,4,2,0,8
ThomJ.00,0,0,0,0.0,0,0,51,0,0,0,-1,0,-1.0,1,0,0,400,34,0,11.8,0,0,0,0,0,0,4
ThomJe01,18,1,1,81.2,0.5,0,56,0,0,0,783,4,4.53,173,0,0,167,28,0,6.0,0,0,0,4,0,0,5
ThomJo05,0,0,0,0.0,0,0,27,0,0,0,0,0,0,0,0,0,226,22,5,10.3,215,20,32,5,4,0,3
ThomJo20,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ThomJu00,0,0,0,0.0,0,0,71,0,0,0,0,0,0,0,2,0,2406,226,36,10.6,788,65,352,36,12,0,7
ThomKe01,0,0,0,0.0,0,0,14,0,0,0,55,0,3.67,15,0,0,236,28,1,8.4,0,0,0,1,0,0,1
ThomLa00,0,0,0,0.0,0,0,73,0,0,0,5,0,5.0,1,0,0,1558,106,10,14.7,0,0,0,10,0,0,6
ThomLe00,0,0,0,0.0,0,0,80,0,0,0,1390,6,3.44,404,0,0,1193,153,5,7.8,0,0,0,11,0,0,6
ThomLo00,124,1,0,104.4,0.273,2,94,7,81,1,7,0,1.75,4,3,5,2002,219,16,9.1,670,72,328,16,6,0,10
ThomMa01,0,0,0,0.0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ThomMi01,0,0,0,0.0,0,0,61,0,0,0,268,0,7.88,34,1,114,1796,176,7,10.2,820,66,294,7,4,0,4
ThomMi04,0,0,0,0.0,0,0,76,0,0,0,1,0,1.0,1,2,1,366,30,1,12.2,132,13,63,1,1,0,7
ThomMi05,0,0,0,0.0,0,0,83,0,0,0,-8,0,-4.0,2,5,1,6569,565,36,11.6,1725,149,743,36,9,0,8
ThomRo00,0,0,0,0.0,0,0,103,0,0,0,1973,12,3.71,532,1,1508,631,91,3,6.9,503,73,24,15,2,11,7
ThomRo01,0,0,0,0.0,0,0,136,0,0,0,-1,0,-1.0,1,0,0,2229,174,11,12.8,0,0,0,11,0,0,10
ThomSk00,721,1,3,66.1,0.587,12,10,25,534,1,25,0,1.67,15,1,21,0,0,0,0,0,0,0,0,0,0,3
ThomSl00,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ThomTa00,0,0,0,0.0,0,0,35,0,0,0,0,0,0,0,0,0,83,11,1,7.5,46,6,24,1,1,0,3
ThomTh00,0,0,0,39.6,0.0,1,182,0,0,0,12074,65,4.2,2877,1,11810,4458,472,23,9.4,4330,456,26,88,21,65,13
ThomWe00,0,0,0,0.0,0,0,92,0,0,0,0,0,0,0,0,0,1377,79,11,17.4,0,0,0,11,0,0,6
ThorCl00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ThorCr00,0,0,0,0.0,0,0,5,0,0,0,0,0,0,0,0,0,70,12,1,5.8,70,12,12,1,1,0,3
ThorDo00,0,0,0,0.0,0,0,15,0,0,0,0,0,0,0,0,0,135,10,0,13.5,0,0,0,0,0,0,1
ThorJa00,0,0,0,0.0,0,0,96,0,0,0,4,0,4.0,1,0,0,1338,107,7,12.5,0,0,0,7,0,0,8
ThorRe20,0,0,0,0.0,0,0,6,0,0,0,0,0,0,0,0,0,38,1,0,38.0,0,0,0,0,0,0,4
ThorTy00,0,0,0,0.0,0,0,42,0,0,0,67,1,11.17,6,0,51,823,58,5,14.2,438,22,76,6,3,1,4
ThraJa01,0,0,0,0.0,0,0,18,0,0,0,0,0,0,0,0,0,129,13,0,9.9,107,10,7,0,0,0,2
TiceJo00,0,0,0,0.0,0,0,134,0,0,0,0,0,0,0,0,0,1603,158,15,10.1,0,0,0,15,0,0,10
TillCe00,0,0,0,0.0,0,0,52,0,0,0,0,0,0,0,0,0,1227,87,7,14.1,0,0,0,7,0,0,4
TillCe01,0,0,0,0.0,0,0,38,0,0,0,3,0,1.5,2,1,8,833,71,5,11.7,339,29,93,5,3,0,3
TillEd20,0,0,0,0.0,0,0,6,0,0,0,22,0,5.5,4,0,0,0,0,0,0,0,0,0,0,0,0,1
TillLa00,0,0,0,0.0,0,0,37,0,0,0,15,0,7.5,2,0,0,658,38,3,17.3,0,0,0,3,0,0,7
TillLe00,0,0,0,0.0,0,0,109,0,0,0,2383,12,3.62,659,0,0,315,43,0,7.3,0,0,0,12,0,0,7
TillSp00,0,0,0,0.0,0,0,115,0,0,0,181,1,4.53,40,0,0,7,3,1,2.3,0,0,0,2,0,0,8
TimpMi00,0,0,0,0.0,0,0,116,0,0,0,59,1,6.56,9,0,0,4047,300,12,13.5,0,0,0,13,0,0,9
TodmJo00,0,0,0,0.0,0,0,74,0,0,0,531,3,4.28,124,0,256,314,40,2,7.8,198,25,67,5,1,2,7
ToefLa00,32,0,0,95.8,0.5,1,45,0,32,0,572,7,3.51,163,1,212,277,46,2,6.0,151,28,46,9,1,4,5
ToilLe00,0,0,0,0.0,0,0,124,0,0,0,0,0,0,0,1,0,1042,102,8,10.2,264,31,144,8,2,0,8
TolbJa00,0,0,0,0.0,0,0,55,0,0,0,0,0,0,0,0,0,1093,91,10,12.0,610,49,118,10,7,0,4
ToleKe20,0,0,0,0.0,0,0,25,0,0,0,4,0,4.0,1,0,0,133,7,2,19.0,0,0,0,2,0,0,2
TollBi00,10760,59,64,67.7,0.522,19,79,320,8863,52,320,5,3.23,99,3,185,0,0,0,0,0,0,0,5,0,3,11
TomlLa00,143,7,0,146.9,0.667,3,170,0,47,3,13684,145,4.31,3174,30,1815,4772,624,17,7.6,725,100,717,162,4,28,11
ToneAn00,0,0,0,39.6,0.0,0,67,0,0,0,2294,14,3.59,639,0,0,1031,122,5,8.5,0,0,0,19,0,0,5
ToneKa00,19,0,0,46.9,0.25,1,35,0,19,0,115,1,5.0,23,1,82,760,82,3,9.3,420,39,116,4,2,1,4
ToomAm00,0,0,0,39.6,0.0,0,190,0,0,0,110,1,9.17,12,4,91,9497,668,54,14.2,1343,82,846,55,8,1,13
ToonAl00,27,0,0,67.4,0.333,0,107,0,0,0,7,0,1.75,4,0,0,6605,517,31,12.8,0,0,0,31,0,0,8
ToonNi00,0,0,0,0.0,0,0,17,0,0,0,4,0,4.0,1,1,4,283,21,1,13.5,215,17,35,1,1,0,4
ToonTi00,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
